word,answer
communist (noun),"ˈkɒm.jə.nɪst
someone who believes in or supports communism, especially someone who is a member of a communist party."
communist (adjective),"ˈkɒm.jə.nɪst
relating to communism."
compare (noun),"kəmˈpeər
so good that everyone or everything else is of worse quality."
compassion (noun),"kəmˈpæʃ.ən
a strong feeling of sympathy and sadness for the suffering or bad luck of others and a wish to help them."
compel (verb),"kəmˈpel
to force someone to do something."
compelling (adjective),"kəmˈpel.ɪŋ
If a reason, argument, etc. is compelling, it makes you believe it or accept it because it is so strong."
compensation (noun),"ˌkɒm.penˈseɪ.ʃən
money that is paid to someone in exchange for something that has been lost or damaged or for some problem."
complement (noun),"ˈkɒm.plɪ.ment
a part of a clause that usually follows the verb in English and adds more information about the subject or object."
complement (verb),"ˈkɒm.plɪ.ment
to make something else seem better or more attractive when combining with it."
compliance (noun),"kəmˈplaɪ.əns
the act of obeying a law or rule, especially one that controls a particular industry or type of work."
compound (noun),"ˈkɒm.paʊnd
a chemical that combines two or more elements."
compound (verb),"kəmˈpaʊnd
to make a problem or difficult situation worse."
compound (adjective),"ˈkɒm.paʊnd
consisting of two or more parts."
comprehensive (noun),"ˌkɒm.prɪˈhen.sɪv
in the UK, a school for children of all abilities above the age of eleven, that is paid for by the state."
compute (verb),"kəmˈpjuːt
to calculate an answer or amount by using a machine."
concentrate (noun),"ˈkɒn.sən.treɪt
a liquid from which some of the water has been removed."
concrete (verb),"ˈkɒŋ.kriːt
to cover something in concrete."
conduct (noun),"ˈkɒn.dʌkt
behaviour."
confer (verb),"kənˈfɜːr
to exchange ideas on a particular subject, often in order to reach a decision on what action to take."
configuration (noun),"kənˌfɪɡ.əˈreɪ.ʃən
the particular arrangement or pattern of a group of related things."
conflict (verb),"kənˈflɪkt
If beliefs, needs, or facts, etc. conflict, they are very different and cannot easily exist together or both be true."
congregation (noun),"ˌkɒŋ.ɡrɪˈɡeɪ.ʃən
a group of people who have come together in a religious building for worship and prayer."
congressional (adjective),"kəŋˈɡreʃ.ən.əl
belonging or related to the US Congress."
connected (adjective),"kəˈnek.tɪd
joined together."
conserve (noun),"ˈkɒn.sɜːv
a type of jam in which the fruit is whole or in large pieces."
conserve (verb),"kənˈsɜːv
to keep and protect something from damage, change, or waste."
consistency (noun),"kənˈsɪs.tən.si
the physical nature of a substance, especially a thick liquid, for example by being thick or thin, smooth or lumpy, etc.."
consolidate (verb),"kənˈsɒl.ɪ.deɪt
to become, or cause something to become, stronger, and more certain."
conspiracy (noun),"kənˈspɪr.ə.si
the activity of secretly planning with other people to do something bad or illegal."
constant (noun),"ˈkɒn.stənt
a particular number or amount that never changes."
constituency (noun),"kənˈstɪtʃ.u.ən.si
one of the official areas of a country that elects someone to represent it in a parliament or legislature."
constitutional (noun),"ˌkɒn.stɪˈtʃuː.ʃən.əl
a walk that you often do to keep yourself healthy."
construct (noun),"ˈkɒn.strʌkt
an idea or an imaginary situation."
contemporary (noun),"kənˈtem.pər.ər.i
someone living during the same period as someone else."
contend (verb),"kənˈtend
to compete in order to win something."
contender (noun),"kənˈten.dər
someone who competes with other people to try to win something."
content (verb),"kənˈtent
to make someone feel happy and satisfied."
content (noun),"kənˈtent
a happy and satisfied feeling."
contention (noun),"kənˈten.ʃən
the disagreement that results from opposing arguments."
contest (verb),"kənˈtest
If you contest a formal statement, a claim, a judge's decision, or a legal case, you say formally that it is wrong or unfair and try to have it changed."
continent (adjective),"ˈkɒn.tɪ.nənt
able to control when you urinate and empty your bowels."
continuous (noun),"kənˈtɪn.ju.əs
the form of a verb that is used to show that the action is continuing. In English, it is formed with the verb ""be"" followed by a present participle (= the -ing form of a verb)."
contract (verb),"kənˈtrækt
to make or become shorter or narrower or generally smaller in size."
contractor (noun),"kənˈtræk.tər
a person or company that signs a contract to supply materials or workers to perform a service or a job."
contrary (noun),"ˈkɒn.trə.ri
the opposite."
contributor (noun),"kənˈtrɪb.jə.tər
a person who contributes something, especially money, in order to provide or achieve something together with other people."
convert (noun),"ˈkɒn.vɜːt
someone who changes their beliefs, habits, or way of living."
convict (noun),"ˈkɒn.vɪkt
someone who is in prison because they are guilty of a crime."
cooking (adjective),"ˈkʊk.ɪŋ
good for cooking with."
cool (noun),"kuːl
the pleasant, slightly cold temperature of a place."
cooperative (noun),"ˈkəʊɒp
an organization, business, shop, farm, or group of farms that is owned and managed by a group of people who also work in it."
coordinate (noun),"kəʊˈɔː.dɪ.nət
one of a pair of numbers and/or letters that show the exact position of a point on a map or graph."
coordinate (verb),"kəʊˈɔː.dɪ.neɪt
to make many different things work effectively as a whole."
coordination (noun),"kəʊˌɔː.dɪˈneɪ.ʃən
the act of making all the people involved in a plan or activity work together in an organized way."
coordinator (noun),"kəʊˈɔː.dɪ.neɪ.tər
someone whose job is to make different groups work together in an organized way to achieve something."
cop (verb),"kɒp
to arrest someone for a crime."
cop (noun),"kɒp
a 
police officer ."
copper (adjective),"ˈkɒp.ər
made of or relating to the metal copper."
copyright (noun),"ˈkɒp.i.raɪt
the legal right to control the production and selling of a book, play, film, photograph, or piece of music."
core (verb),"kɔːr
to remove the core from a piece of fruit."
core (adjective),"kɔːr
most important or most basic."
corner (verb),"ˈkɔː.nər
If a vehicle corners well, badly, etc., it drives around corners in the stated way."
correlate (verb),"ˈkɒr.ə.leɪt
If two or more facts, numbers, etc. correlate or are correlated, there is a relationship between them."
correlation (noun),"ˌkɒr.əˈleɪ.ʃən
a connection or relationship between two or more facts, numbers, etc.."
correspondence (noun),"ˌkɒr.ɪˈspɒn.dəns
letters, especially official or business letters."
correspondent (noun),"ˌkɒr.ɪˈspɒn.dənt
a person employed by a newspaper, a television station, etc. to report on a particular subject or send reports from a foreign country."
costly (adjective),"ˈkɒst.li
expensive, especially too expensive."
cotton (noun),"ˈkɒt.ən
the threads that grow around the seeds of a tall plant grown especially in the US, China, and South Asia."
council (noun),"ˈkaʊn.səl
a group of people elected or chosen to make decisions or give advice on a particular subject, to represent a particular group of people, or to run a particular organization."
councillor (noun),"ˈkaʊn.səl.ər
an elected member of a local government."
counter (verb),"ˈkaʊn.tər
to react to something with an opposing opinion or action, or to defend yourself against something."
county (adjective),"ˈkaʊn.ti
behaving in a way that is typical of rich people with a high social position who live in large houses in the countryside."
coup (noun),"kuː
an unexpectedly successful achievement."
couple (verb),"ˈkʌp.əl
to join or combine."
course (verb),"kɔːs
to flow quickly or in large amounts."
court (verb),"kɔːt
to try to please someone because you want them to join you."
covered (suffix)," -kʌv.əd
covered in the way mentioned."
cow (verb),"kaʊ
to frighten someone into doing something, using threats or violence."
crack (adjective),"kræk
excellent, or of the highest quality."
craft (verb),"krɑːft
to make objects, especially in a skilled way."
craft (adjective),"krɑːft
relating to food or drink made using traditional methods by small companies, or companies and people that do this."
crash (adjective),"kræʃ
quick and involving a lot of effort."
crazy (noun),"ˈkreɪ.zi
a person who is crazy."
cream (verb),"kriːm
to make food into a smooth, thick liquid."
creative (noun),"kriˈeɪ.tɪv
a person whose job involves producing original ideas or doing artistic work."
creator (noun),"kriˈeɪ.tər
someone who has invented something."
credible (adjective),"ˈkred.ə.bəl
able to be believed or trusted."
credit (verb),"ˈkred.ɪt
to pay money into a bank account."
creep (noun),"kriːp
someone who tries to make someone more important like them by being very polite and helpful in a way that is not sincere."
crew (verb),"kruː
If you crew a boat, or crew for someone on their boat, you help to sail it.."
critique (verb),"krɪˈtiːk
to give an opinion or judgment about a piece or work, book, film, etc.."
critique (noun),"krɪˈtiːk
a report of something such as a political situation or system, or a person's work or ideas, that examines it and provides a judgment, especially a negative one."
