word,answer
aspect (noun),"ˈæs.pekt
one part of a situation, problem, subject, etc.."
aspiration (noun),"ˌæs.pɪˈreɪ.ʃən
something that you hope to achieve."
aspire (verb),"əˈspaɪər
to want something very much or hope to achieve something or be successful."
assassination (noun),"əˌsæs.ɪˈneɪ.ʃən
the murder of someone famous or important."
assault (verb),"əˈsɒlt
to attack someone violently."
assault (noun),"əˈsɒlt
a violent attack."
assemble (verb),"əˈsem.bəl
to come together in a single place or bring parts together in a single group."
assembly (noun),"əˈsem.bli
a group of people, especially one that meets regularly for a particular purpose, such as government, or, more generally, the process of coming together, or the state of being together."
assert (verb),"əˈsɜːt
to behave in a way that expresses your confidence, importance, or power and earns you respect from others."
assertion (noun),"əˈsɜː.ʃən
a statement that you strongly believe is true."
assess (verb),"əˈses
to judge or decide the amount, value, quality, or importance of something."
assessment (noun),"əˈses.mənt
the act of judging or deciding the amount, value, quality, or importance of something, or the judgment or decision that is made."
asset (noun),"ˈæs.et
a useful or valuable quality, skill, or person."
assign (verb),"əˈsaɪn
to give a particular job or piece of work to someone."
assignment (noun),"əˈsaɪn.mənt
a piece of work given to someone, typically as part of their studies or job."
assist (verb),"əˈsɪst
to help."
assist (noun),"əˈsɪst
in ball sports, an occasion when a player touches the ball and this leads to another player on the same team scoring a goal or point."
assistance (noun),"əˈsɪs.təns
help."
assistant (noun),"əˈsɪs.tənt
someone who helps someone else to do a job."
associate (verb),"əˈsəʊ.si.eɪt
to connect someone or something in your mind with someone or something else."
associate (adjective),"əˈsəʊ.si.ət
used in the title of a person whose rank is slightly lower or less complete than the full official position described."
associate (noun),"əˈsəʊ.ʃi.ət
someone who is closely connected to another person as a companion, friend, or business partner."
associated (adjective),"əˈsəʊ.si.eɪ.tɪd
connected."
association (noun),"əˌsəʊ.siˈeɪ.ʃən
a group of people who work together in a single organization for a particular purpose."
assume (verb),"əˈsjuːm
to accept something to be true without question or proof."
assumption (noun),"əˈsʌmp.ʃən
something that you accept as true without question or proof."
assurance (noun),"əˈʃɔː.rəns
a promise."
assure (verb),"əˈʃɔːr
to tell someone confidently that something is true, especially so that they do not worry."
astonishing (adjective),"əˈstɒn.ɪ.ʃɪŋ
very surprising."
asylum (noun),"əˈsaɪ.ləm
protection or safety, especially that given by a government to people who have been forced to leave their own countries for their safety or because of war."
at (preposition),"æt
used to show an exact position or particular place."
athlete (noun),"ˈæθ.liːt
a person who is very good at sports or physical exercise, especially one who competes in organized events."
atmosphere (noun),"ˈæt.mə.sfɪər
the mixture of gases around the earth."
atrocity (noun),"əˈtrɒs.ə.ti
an extremely cruel, violent, or shocking act."
attach (verb),"əˈtætʃ
to fasten, join, or connect something."
attachment (noun),"əˈtætʃ.mənt
an extra piece of equipment that can be added to a machine."
attack (noun),"əˈtæk
a violent act intended to hurt or damage someone or something."
attack (verb),"əˈtæk
to try to hurt or defeat using violence."
attain (verb),"əˈteɪn
to reach or succeed in getting something."
attempt (verb),"əˈtempt
to try to do something, especially something difficult."
attempt (noun),"əˈtempt
the act of trying to do something, especially something difficult."
attend (verb),"əˈtend
to go to an event, place, etc.."
attendance (noun),"əˈten.dəns
the fact of going somewhere such as a church, school, etc. regularly."
attention (noun),"əˈten.ʃən
notice, thought, or interest."
attention (exclamation),"əˈten.ʃən
in the armed forces, an instruction to stand to attention (= not moving, with your feet together, arms by your sides, head up, and shoulders back)."
attitude (noun),"ˈæt.ɪ.tʃuːd
a feeling or opinion about something or someone, or a way of behaving that is caused by this."
attorney (noun),"əˈtɜː.ni
a 
lawyer ."
attract (verb),"əˈtrækt
(of people, things, places, etc.) to pull or draw someone or something towards them, by the qualities they have, especially good ones."
attraction (noun),"əˈtræk.ʃən
something that makes people want to go to a place or do a particular thing."
attractive (adjective),"əˈtræk.tɪv
very pleasing in appearance or sound."
attribute (noun),"ˈæt.rɪ.bjuːt
a quality or characteristic that someone or something has."
auction (verb),"ˈɔːk.ʃən
to sell something in a public auction."
auction (noun),"ˈɔːk.ʃən
a usually public sale of goods or property, where people make higher and higher bids (= offers of money) for each thing, until the thing is sold to the person who will pay most."
audience (noun),"ˈɔː.di.əns
the group of people together in one place to watch or listen to a play, film, someone speaking, etc.."
audio (noun),"ˈɔː.di.əʊ
a sound recording, or recorded sound."
audio (adjective),"ˈɔː.di.əʊ
connected with sound and the recording and broadcasting of sound."
audit (verb),"ˈɔː.dɪt
to make an official examination of the accounts of a business and produce a report."
audit (noun),"ˈɔː.dɪt
an official examination of the accounts of a business."
august (noun),"ˈɔː.ɡəst
the eighth month of the year, after July and before September."
aunt (noun),"ɑːnt
the sister of someone's father or mother, or the wife of someone's uncle or aunt."
authentic (adjective),"ɔːˈθen.tɪk
If something is authentic, it is real, true, or what people say it is."
author (noun),"ˈɔː.θər
the writer of a book, article, play, etc.."
author (verb),"ˈɔː.θər
to write a book, article, etc.."
authority (noun),"ɔːˈθɒr.ə.ti
the moral or legal right or ability to control."
authorize (verb),"ˈɔː.θər.aɪz
to give official permission for something to happen, or to give someone official permission to do something."
auto (noun),"ˈɔː.təʊ
a car."
automatic (noun),"ˌɔː.təˈmæt.ɪk
a vehicle in which you do not have to change the gears."
automatic (adjective),"ˌɔː.təˈmæt.ɪk
An automatic machine or device is able to operate independently of human control."
automatically (adverb),"ˌɔː.təˈmæt.ɪ.kəl.i
If a machine or device does something automatically, it does it independently, without human control."
autonomy (noun),"ɔːˈtɒn.ə.mi
the right of an organization, country, or region to be independent and govern itself."
autumn (noun),"ˈɔː.təm
the season of the year between summer and winter, lasting from September to November north of the equator and from March to May south of the equator, when fruits and crops become ready to eat and are picked, and leaves fall."
availability (noun),"əˌveɪ.ləˈbɪl.ə.ti
the fact that something can be bought, used, or reached, or how much it can be."
available (adjective),"əˈveɪ.lə.bəl
able to be bought or used."
average (adjective),"ˈæv.ər.ɪdʒ
An average number is the number you get by adding two or more amounts together and dividing the total by the number of amounts."
average (verb),"ˈæv.ər.ɪdʒ
to reach a particular amount as an average."
average (noun),"ˈæv.ər.ɪdʒ
the result you get by adding two or more amounts together and dividing the total by the number of amounts."
avoid (verb),"əˈvɔɪd
to stay away from someone or something."
await (verb),"əˈweɪt
to wait for or be waiting for something."
award (verb),"əˈwɔːd
to give money or a prize following an official decision."
award (noun),"əˈwɔːd
a prize or an amount of money that is given to someone following an official decision."
aware (adjective),"əˈweər
knowing that something exists, or having knowledge or experience of a particular thing."
awareness (noun),"əˈweə.nəs
knowledge that something exists, or understanding of a situation or subject at the present time based on information or experience."
away (adverb),"əˈweɪ
somewhere else, or to or in a different place, position, or situation."
away (adjective),"əˈweɪ
An away match or game is played at an opposing team's sports ground."
awful (adjective),"ˈɔː.fəl
extremely bad or unpleasant."
awkward (adjective),"ˈɔː.kwəd
difficult to use, do, or deal with."
baby (noun),"ˈbeɪ.bi
a very young child, especially one that has not yet begun to walk or talk."
baby (verb),"ˈbeɪ.bi
to treat an older child as if he or she were a much younger child."
back (adverb),"bæk
in, into, or towards a previous place or condition, or an earlier time."
back (adjective),"bæk
at or near the back of something."
back (verb),"bæk
to give support to someone or something with money or words."
back (noun),"bæk
the inside or outside part of an object, vehicle, building, etc. that is furthest from the front."
backdrop (noun),"ˈbæk.drɒp
a large piece of cloth with buildings, countryside, etc. painted on it, hung at the back of a stage during a performance."
background (adjective),"ˈbæk.ɡraʊnd
used to refer to something that is done before, and in preparation for, something else."
background (noun),"ˈbæk.ɡraʊnd
the things that can be seen behind the main things or people in a picture."
backing (noun),"ˈbæk.ɪŋ
support, especially money, that someone gives to a person or plan."
backup (adjective),"ˈbæk.ʌp
supporting the main singer, performer, etc. ."
backup (noun),"ˈbæk.ʌp
(someone or something that provides) support or help, or something that you have arranged in case your main plans, equipment, etc. go wrong."
backwards (adverb),"ˈbæk.wədz
towards the direction that is opposite to the one in which you are facing or opposite to the usual direction."
bacteria (noun),"bækˈtɪə.ri.ə
plural of
bacterium ."
bad (noun),"bæd
things or events that are not good or that are morally wrong."
bad (adverb),"bæd
informal for badly (= very much)."
