word,answer
vitamin (noun),"ˈvɪt.ə.mɪn
any of a group of natural substances that are necessary in small amounts for the growth and good health of the body."
volunteer (noun),"ˌvɒl.ənˈtɪər
a person who does something, especially helping other people, willingly and without being forced or paid to do it."
wait (noun),"weɪt
a period of time when you stay in one place until someone comes, or something happens, or until you can do something."
wander (verb),"ˈwɒn.dər
to walk around slowly in a relaxed way or without any clear purpose or direction."
ward (noun),"wɔːd
one of the parts or large rooms into which a hospital is divided, usually with beds for patients."
warm (verb),"wɔːm
to (cause to) become warm (= less cold)."
water (verb),"ˈwɔː.tər
to pour water on to plants or the soil that they are growing in."
weakness (noun),"ˈwiːk.nəs
the fact or state of not being strong or powerful."
wealth (noun),"welθ
a large amount of money or valuable possessions that someone has."
wealthy (adjective),"ˈwel.θi
rich."
weapon (noun),"ˈwep.ən
any object used in fighting or war, such as a gun, bomb, knife, etc.."
weird (adjective),"wɪəd
very strange and unusual, unexpected, or not natural."
welcome (verb),"ˈwel.kəm
to be pleased about and encourage or support something."
whatever (pronoun),"wɒtˈev.ər
it is not important what is; it makes no difference what (is)."
wheat (noun),"wiːt
a plant whose yellowish-brown grain is used for making flour, or the grain itself."
when (conjunction),"wen
considering the fact that."
whereas (conjunction),"weərˈæz
compared with the fact that; but."
whisper (verb),"ˈwɪs.pər
to speak very quietly, using the breath but not the voice, so that only the person close to you can hear you."
whoever (pronoun),"huːˈev.ər
the person who."
whom (pronoun),"huːm
used instead of ""who"" as the object of a verb or preposition."
wide (adverb),"waɪd
farther than usual, or as far as possible."
widely (adverb),"ˈwaɪd.li
including a lot of different places, people, subjects, etc.."
widen (verb),"ˈwaɪ.dən
to become, or to make something greater in width."
widow (noun),"ˈwɪd.əʊ
a woman whose husband or wife has died and who has not married again."
width (noun),"wɪtθ
the distance across something from one side to the other."
wild (adjective),"waɪld
uncontrolled, violent, or extreme."
will (noun),"wɪl
the mental power used to control and direct your thoughts and actions, or a determination to do something, despite any difficulties or opposition."
willingness (noun),"ˈwɪl.ɪŋ.nəs
the quality of being happy to do something if it is needed."
wipe (verb),"waɪp
to slide something, especially a piece of cloth, over the surface of something else, in order to remove dirt, food, or liquid."
wire (noun),"waɪər
a piece of thin metal thread that can be bent, used for fastening things and for making particular types of objects that are strong but can bend."
wisdom (noun),"ˈwɪz.dəm
the ability to use your knowledge and experience to make good decisions and judgments."
wise (adjective),"waɪz
having or showing the ability to make good judgments, based on a deep understanding and experience of life."
wish (noun),"wɪʃ
a feeling of wanting something."
witness (verb),"ˈwɪt.nəs
to see something happen, especially an accident or crime."
witness (noun),"ˈwɪt.nəs
a person who sees an event happening, especially a crime or an accident."
worldwide (adjective),"ˌwɜːldˈwaɪd
existing or happening in all parts of the world."
worm (noun),"wɜːm
a small animal with a long, narrow, soft body without arms, legs, or bones."
worst (adverb),"wɜːst
the most badly."
worthwhile (adjective),"ˌwɜːθˈwaɪl
useful, important, or good enough to be a suitable reward for the money or time spent or the effort made."
wound (noun),"wuːnd
a damaged area of the body, such as a cut or hole in the skin or flesh made by a weapon."
wound (verb),"wuːnd
to damage an area of the body, especially by making a cut or hole in the skin."
wrist (noun),"rɪst
the part of the body between the hand and the arm."
yell (noun),"jel
a loud shout, usually when you are angry, in pain, or excited."
yell (verb),"jel
to shout something or make a loud noise, usually when you are angry, in pain, or excited."
young (noun),"jʌŋ
young people considered together as a group."
youth (noun),"juːθ
the period of your life when you are young, or the state of being young."
